Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 111 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MATH,4400,1,Linear Programming,40%,33%,13%,3%,7%,0%,0%,3%,0%,0%,0%,0%,"Yang, Boshi",
MATH,4410,1,Intro to Stochastic Models,25%,50%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fralix, Brian H.",
MATH,4530,1,Advanced Calculus I,29%,19%,48%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Schmoll, Martin",
,,,,,,,,,,,,,,,,Johannes,
MATH,4530,2,Advanced Calculus I,50%,22%,22%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Stockdale, Cody",
,,,,,,,,,,,,,,,,Bullett,
MATH,4540,1,Advanced Calculus II,25%,42%,25%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Yoon, Jeong - Rock",
MATH,4810,2,Actuarial Exam IFM/3F Se,86%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cawood, Mark E.",
MATH,4810,501,COSMIC Seminar,94%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bufford, Sharetta",
,,,,,,,,,,,,,,,,Marquese,
MATH,4810,502,COSMIC Seminar,87%,5%,3%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Bufford, Sharetta",
,,,,,,,,,,,,,,,,Marquese,
MATH,4910,1,Math of Options Pricing,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cawood, Mark E.",
MATH,4920,102,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Simms, Donna M",
MATH,4920,207,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Newton, Jennifer Ray",
MATH,6340,1,Adv Engineering Mathema,36%,45%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lee, Hyesuk K",
MATH,8050,1,Data Analysis,58%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Brook Thayer",
MATH,8050,2,Data Analysis,56%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Brook Thayer",
MATH,8100,1,Mathematical Programmin,53%,21%,21%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Wiecek, Margaret",
,,,,,,,,,,,,,,,,Maria,
MATH,8170,1,Stochastic Mod in Oper Rsr,33%,50%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fralix, Brian H.",
MATH,8510,1,Abstract Algebra I,58%,33%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Coykendall, James",
,,,,,,,,,,,,,,,,Barker,
MATH,8530,1,Matrix Analysis,67%,22%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,"Macauley, Matthew",
MATH,8600,1,Intro to Scientific Computi,38%,8%,31%,0%,8%,0%,0%,8%,8%,0%,0%,0%,"Ervin, Vincent J",
MATH,8650,1,Data Structures,60%,20%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mabuza, Sibusiso",
,,,,,,,,,,,,,,,,Samkele,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 112 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MATH,9850,1,Combinatorial Free Resolu,82%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sather-Wagstaff,",
,,,,,,,,,,,,,,,,Sean Michael,
MATH,9910,2,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sather-Wagstaff,",
,,,,,,,,,,,,,,,,Sean Michael,
MATH,9910,4,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"McMahan,",
,,,,,,,,,,,,,,,,Christopher Steven,
MBA,8030,2,Stat Analy of Bus Op,23%,64%,5%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Kilbourne, William",
,,,,,,,,,,,,,,,,Edward,
MBA,8030,3,Stat Analy of Bus Op,24%,53%,6%,0%,0%,0%,0%,18%,0%,0%,0%,0%,"Sava, Magda Gabriela",
MBA,8030,4,Stat Analy of Bus Op,48%,32%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Sava, Magda Gabriela",
MBA,8040,20,Busin Data An & Stat Comp,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kilbourne, William",
,,,,,,,,,,,,,,,,Edward,
MBA,8060,1,Operations Mgt,82%,15%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fredendall, Lawrence",
,,,,,,,,,,,,,,,,D,
MBA,8060,3,Operations Mgt,74%,14%,9%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Fredendall, Lawrence",
,,,,,,,,,,,,,,,,D,
MBA,8070,1,Financial Management,54%,36%,3%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
MBA,8070,2,Financial Management,37%,56%,5%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
MBA,8070,20,Financial Management,67%,26%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
MBA,8080,1,Bus Data Analytics and Vis,76%,20%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Tripp, John Frederick",
MBA,8090,2,Org Beh & Hum Res Mg,86%,3%,3%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Scott, Kristin L",
,,,,,,,,,,,,,,,,Damato,
MBA,8090,3,Org Beh & Hum Res Mg,86%,11%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Scott, Kristin L",
,,,,,,,,,,,,,,,,Damato,
MBA,8190,2,Intro to Acc and Fin,52%,23%,13%,0%,3%,0%,0%,10%,0%,0%,0%,0%,"McMillan, Jeffrey J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 113 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MBA,8190,3,Intro to Acc and Fin,41%,22%,22%,0%,15%,0%,0%,0%,0%,0%,0%,0%,"McMillan, Jeffrey J",
MBA,8290,1,Marketing Foundation,73%,20%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fitzwater, Robert",
,,,,,,,,,,,,,,,,Andrew,
MBA,8310,10,Communications and Sales,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pickett, Gregory M",
MBA,8360,1,Real Estate Principles,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Buckman, Stephen",
,,,,,,,,,,,,,,,,Thomas,
MBA,8370,1,Legal Environ of Bus,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards,",
,,,,,,,,,,,,,,,,Christopher Michael,
MBA,8370,2,Legal Environ of Bus,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards,",
,,,,,,,,,,,,,,,,Christopher Michael,
MBA,8400,1,Entrepreneurship & Ventur,42%,50%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Prabhu, Prashant",
MBA,8410,1,Real Estate Finance,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Benedict, Robert",
,,,,,,,,,,,,,,,,Creighton,
MBA,8430,1,Entrepreneurial Accountin,42%,42%,8%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Philo, Annieka C",
MBA,8470,1,New Venture Creation,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Joseph",
,,,,,,,,,,,,,,,,Renato,
MBA,8480,5,Entrpr Mkting & Digital Str,58%,36%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Joseph",
,,,,,,,,,,,,,,,,Renato,
MBA,8490,5,Entrepreneurial Strategy,75%,20%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Klein, Matthew",
,,,,,,,,,,,,,,,,Charles,
MBA,8500,2,Bus Communications,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Patterson, Jamie",
MBA,8500,3,Bus Communications,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Patterson, Jamie",
MBA,8540,2,Managerial Accounting,34%,52%,7%,0%,2%,0%,0%,5%,0%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
MBA,8590,1,Mgr Decision Model,66%,28%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Peyton, David Ford",
MBA,8590,2,Mgr Decision Model,62%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sava, Magda Gabriela",
MBA,8590,3,Mgr Decision Model,61%,24%,3%,0%,3%,0%,0%,11%,0%,0%,0%,0%,"Sava, Magda Gabriela",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 114 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MBA,8600,1,Advanced Marketing Strat,72%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gibson, Joseph",
,,,,,,,,,,,,,,,,Renato,
MBA,8600,2,Advanced Marketing Strat,64%,21%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,"Nath, Pravin",
MBA,8600,3,Advanced Marketing Strat,73%,19%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Nath, Pravin",
MBA,8610,1,Information Systems,72%,24%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Kettinger, William J",
MBA,8610,2,Information Systems,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kettinger, William J",
MBA,8620,1,Managerial Economics,11%,42%,31%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Templeton, Scott R.",
MBA,8620,2,Managerial Economics,56%,37%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Gregory, Ronald Earle",
MBA,8620,4,Managerial Economics,64%,36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gregory, Ronald Earle",
MBA,8660,21,Big Data Mgmt for Analytic,74%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, He",
MBA,8800,1,MBA Seminar,0%,0%,0%,0%,0%,98%,0%,0%,2%,0%,0%,0%,"Patterson, Jamie",
MBA,8800,2,Career Mgt,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Patterson, Jamie",
MBA,8800,3,Career Mgt,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Patterson, Jamie",
MBA,8810,2,Ethics & Leadership,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Layton, Evguenia",
,,,,,,,,,,,,,,,,Passiouk,
MBA,8810,3,Ethics & Leadership,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Layton, Evguenia",
,,,,,,,,,,,,,,,,Passiouk,
MBA,8810,5,Ethics & Leadership,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"DePriest, Gail",
MBA,8880,1,MBA Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Seawell, Kelli Riggins",
MBA,8880,5,MBA Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pickett, Gregory M",
MBA,8880,11,MBA Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pickett, Gregory M",
MBA,8990,2,Creativity,86%,5%,7%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Kegley, Kathleen Ann",
MBA,8990,5,Business Analytics Models,61%,26%,3%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Farmer, Jennie Lynn",
MBA,8990,7,Digital Marketing,82%,15%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fitzwater, Robert",
,,,,,,,,,,,,,,,,Andrew,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 115 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,2000,1,Sophomore Seminar,84%,9%,1%,0%,1%,0%,0%,5%,0%,0%,0%,0%,"Schweisinger, Todd",
,,,,,,,,,,,,,,,,Alan,
ME,2000,2,Sophomore Seminar,88%,8%,3%,0%,0%,0%,0%,1%,0%,0%,0%,0%,"Schweisinger, Todd",
,,,,,,,,,,,,,,,,Alan,
ME,2010,1,Statics & Dynamics,3%,18%,21%,5%,38%,0%,0%,14%,3%,0%,0%,0%,"Orr, Marisa Kikendall",
ME,2010,2,Statics & Dynamics,17%,22%,18%,9%,26%,0%,0%,8%,0%,0%,0%,0%,"Joseph, Paul F",
ME,2010,3,Statics & Dynamics,7%,15%,25%,11%,26%,0%,0%,16%,0%,0%,0%,0%,"Liu, Gang",
ME,2010,4,Statics & Dynamics,1%,14%,18%,9%,42%,0%,0%,15%,0%,0%,0%,0%,"Joseph, Paul F",
ME,2030,1,Founda Th/Fl Syst,30%,30%,30%,9%,2%,0%,0%,0%,0%,0%,0%,0%,"Xuan, Xiangchun",
ME,2030,2,Founda Th/Fl Syst,54%,31%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dutta, Sandip",
ME,2040,1,Mechanics of Materials,0%,16%,63%,11%,11%,0%,0%,0%,0%,0%,0%,0%,"Liu, Gang",
ME,2040,2,Mechanics of Materials,18%,34%,39%,5%,3%,0%,0%,0%,0%,0%,0%,0%,"Zhao, Huijuan",
ME,2220,1,Mechanical Engineering La,50%,44%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,2,Mechanical Engineering La,67%,27%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,4,Mechanical Engineering La,27%,64%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,5,Mechanical Engineering La,40%,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,7,Mechanical Engineering La,75%,6%,6%,6%,0%,0%,0%,0%,6%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,8,Mechanical Engineering La,60%,27%,7%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,13,Mechanical Engineering La,27%,73%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,15,Mechanical Engineering La,38%,63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2220,17,Mechanical Engineering La,47%,53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,2900,29,CI - ASME Design Competit,58%,17%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,"Li, Suyi",
ME,3030,1,Thermodynamics,12%,24%,41%,0%,6%,0%,0%,18%,0%,0%,0%,0%,"Saylor, John R",
ME,3030,2,Thermodynamics,6%,21%,23%,9%,23%,0%,0%,19%,0%,0%,0%,0%,"Saylor, John R",
ME,3030,3,Thermodynamics,25%,27%,22%,12%,5%,0%,0%,8%,0%,0%,0%,0%,"Miller, Richard S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 116 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,3040,1,Heat Transfer,11%,50%,27%,5%,5%,0%,0%,2%,0%,0%,0%,0%,"Zhao, Xin",
ME,3040,2,Heat Transfer,21%,33%,30%,15%,0%,0%,0%,0%,0%,0%,0%,0%,"Dutta, Sandip",
ME,3040,3,Heat Transfer,26%,43%,22%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Dutta, Sandip",
ME,3050,1,Model/an Dy Syst,17%,44%,28%,0%,11%,0%,0%,0%,0%,0%,0%,0%,"Tallapragada,",
,,,,,,,,,,,,,,,,Phanindra,
ME,3050,2,Model/an Dy Syst,42%,38%,11%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Lv, Ge",
ME,3050,3,Model/an Dy Syst,33%,28%,23%,3%,8%,0%,0%,5%,0%,0%,0%,0%,"Bostwick, Joshua B",
ME,3060,1,Fund Machine Design,28%,57%,14%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Byrd, Douglas Scott",
ME,3060,2,Fund Machine Design,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Meng, Zhaoxu",
ME,3070,1,Found of Mechanical Syste,69%,27%,0%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Thompson, Lonny L",
ME,3070,2,Found of Mechanical Syste,33%,38%,14%,0%,10%,0%,0%,0%,5%,0%,0%,0%,"Northington, Jay",
,,,,,,,,,,,,,,,,Stanford,
ME,3070,3,Found of Mechanical Syste,70%,18%,5%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Northington, Jay",
,,,,,,,,,,,,,,,,Stanford,
ME,3080,1,Fluid Mechanics,25%,35%,35%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3080,2,Fluid Mechanics,3%,20%,57%,10%,3%,0%,0%,7%,0%,0%,0%,0%,"Kung, Ethan",
ME,3080,3,Fluid Mechanics,46%,42%,4%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, Zhen",
ME,3080,303,Fluid Mechanics (HON),58%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, Zhen",H
ME,3120,1,Manuf Processes,53%,44%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Martinez-Duarte,",
,,,,,,,,,,,,,,,,Rodrigo,
ME,3120,3,Manuf Processes,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Riley, Hubert Bryan",
ME,3120,4,Manuf Processes,22%,70%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Choi, Hong Seok",
ME,3330,1,Mechanical Engineering La,50%,38%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3330,2,Mechanical Engineering La,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3330,5,Mechanical Engineering La,44%,38%,13%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3330,6,Mechanical Engineering La,38%,50%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 117 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,3330,7,Mechanical Engineering La,75%,19%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3330,8,Mechanical Engineering La,44%,38%,6%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3330,9,Mechanical Engineering La,47%,33%,7%,0%,13%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
ME,3900,29,CI - ASME Design Competit,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,"Li, Suyi",
ME,3900,103,CI - Autonomous Micro Dr,86%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Han, Yiqiang",
ME,4000,400,Senior Seminar,92%,6%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,"Kelkar, Atul Gajanan",
ME,4010,1,Mech Engr Design,71%,25%,2%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Guggisberg, Timothy",
,,,,,,,,,,,,,,,,John,
ME,4010,2,Mech Engr Design,68%,28%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chimata, Geetha",
,,,,,,,,,,,,,,,,Pravallika,
ME,4010,3,Mech Engr Design,70%,28%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chimata, Geetha",
,,,,,,,,,,,,,,,,Pravallika,
ME,4020,1,Intern in Engr Des,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dutta, Sandip",
ME,4020,2,Intern in Engr Des,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Guggisberg, Timothy",
,,,,,,,,,,,,,,,,John,
ME,4020,3,Intern in Engr Des,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Miller, Richard S",
ME,4030,1,Control Dynamic Systems,43%,25%,30%,1%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, Suyi",
ME,4030,2,Control Dynamic Systems,30%,36%,21%,11%,1%,0%,0%,0%,0%,0%,0%,0%,"Vahidi, Ardalan",
ME,4210,1,Intro to Comp Flow,20%,35%,30%,15%,0%,0%,0%,0%,0%,0%,0%,0%,"Tong, Chenning",
ME,4320,1,Advanced Strength of Mat,48%,45%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Myers, Oliver J",
ME,4340,1,Cardiovascular Biomechani,29%,52%,14%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kung, Ethan",
ME,4440,1,Mechanical Engineering La,53%,47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,2,Mechanical Engineering La,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,4,Mechanical Engineering La,15%,85%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,5,Mechanical Engineering La,19%,81%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,7,Mechanical Engineering La,25%,75%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 118 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,4440,9,Mechanical Engineering La,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4440,10,Mechanical Engineering La,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,4580,1,Fund Micro/Nano Fabricati,54%,27%,12%,4%,0%,0%,0%,0%,4%,0%,0%,0%,"Martinez-Duarte,",
,,,,,,,,,,,,,,,,Rodrigo,
ME,4600,1,Dynamics of Vehicles,29%,34%,23%,3%,3%,0%,0%,9%,0%,0%,0%,0%,"Schmid, Matthias",
,,,,,,,,,,,,,,,,Josef Alexander,
ME,4610,1,Adv & Electrified Powertrai,26%,33%,11%,0%,0%,0%,0%,30%,0%,0%,0%,0%,"Lawler, Benjamin",
,,,,,,,,,,,,,,,,John,
ME,4930,8,Sel Topics - Physic Metallur,25%,56%,13%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Abdeljawad, Fadi F",
ME,4930,29,Sel Topics ME - Vibrations,72%,4%,16%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Li, Suyi",
ME,4930,47,Sel Topics - Global Mfg (VT,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Riley, Hubert Bryan",
ME,4930,48,Sel Topics - Metrology (VT,63%,31%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Chimata, Geetha",
,,,,,,,,,,,,,,,,Pravallika,
ME,4930,77,Selected Topics ME - Boein,82%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mocko, Gregory",
ME,6320,1,Advanced Strength of Mat,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Myers, Oliver J",
ME,6600,1,Dynamics of Vehicles,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Schmid, Matthias",
,,,,,,,,,,,,,,,,Josef Alexander,
ME,6930,29,Sel Topics ME - Vibrations,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, Suyi",
ME,8010,1,Found of Fluid Mech,36%,48%,12%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Figliola, Richard S",
ME,8180,1,Intro to Fin Ele Ana,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Thompson, Lonny L",
ME,8230,1,Control Systems,50%,17%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Vahidi, Ardalan",
ME,8350,1,Continuum Mechanics,64%,36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Abdeljawad, Fadi F",
ME,8400,1,Plasticity,20%,40%,20%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Pataky, Garrett J",
ME,8460,1,Inter Dynamics,25%,60%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tallapragada,",
,,,,,,,,,,,,,,,,Phanindra,
ME,8610,1,Matl Sel Engr Design,68%,30%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pataky, Garrett J",
